Name, Active, Active Count, Front Magnetron 1, Front Magnetron 2, Front Magnetron 3, Back Magnetron 4, Back Magnetron 5, Back Magnetron 6, Power Front, Power Front Mode, Power Back, Power Back Mode, Frequency Front, Frequency Back, Reverse Time Front, Reverse Time Back, Stabilization, O2SCCM, AirFrontSCCM, AirBackSCCM, Pressure, PercentO2, PIDControl, Pre PID, Proportional, Integral, Derivative, Sample Rate, Deposit Time Front, Deposit Time Back, Pre Burn, Condition Target, Thickness Rate
,OFF,0.00000E+0,OFF,OFF,OFF,OFF,OFF,OFF,0,1,0,1,0,0,0,0,0,0,0,0,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
,OFF,0.00000E+0,OFF,OFF,OFF,OFF,OFF,OFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
CHROME,OFF,0.00000E+0,ON,OFF,OFF,OFF,OFF,OFF,300,1,0,1,350,0,4,4,20,0,800,0,1695,6,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,700,800
CHROME FAST,OFF,-4.00001E+0,ON,OFF,OFF,OFF,OFF,OFF,700,1,0,1,350,0,4,4,20,0,800,0,1695,6,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,800,900
,OFF,0.00000E+0,OFF,OFF,OFF,OFF,OFF,OFF,0,1,0,1,0,0,0,0,0,0,0,0,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
ADHESION  F-B,ON,-3.00000E+0,OFF,ON,OFF,OFF,ON,OFF,550,1,550,1,350,350,5,5,20,50,350,350,1695,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
ADHESION  F,ON,-1.00000E+0,OFF,ON,OFF,OFF,OFF,OFF,550,1,0,1,350,350,4,4,0,25,700,0,1695,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
ADHESION  B,ON,2.00000E+0,OFF,OFF,OFF,OFF,ON,OFF,0,1,550,1,350,350,5,5,0,25,0,600,1695,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
,OFF,-9.00000E+0,OFF,OFF,OFF,OFF,OFF,OFF,0,1,0,1,0,0,0,0,0,0,0,0,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
,OFF,0.00000E+0,OFF,OFF,OFF,OFF,OFF,OFF,0,1,0,1,0,0,0,0,0,0,0,0,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
,OFF,0.00000E+0,OFF,OFF,OFF,OFF,OFF,OFF,0,1,0,1,0,0,0,0,0,0,0,0,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
,OFF,0.00000E+0,OFF,OFF,OFF,OFF,OFF,OFF,0,1,0,1,0,0,0,0,0,0,0,0,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
CHROME MONO,ON,-9.00000E+0,ON,OFF,OFF,OFF,OFF,OFF,200,1,0,0,350,0,4,0,20,0,300,0,1709,1,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
,OFF,-1.00000E+0,OFF,OFF,OFF,OFF,OFF,OFF,0,1,0,1,0,0,0,0,0,0,0,0,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
,OFF,-1.00000E+0,OFF,OFF,OFF,OFF,OFF,OFF,0,1,0,1,0,0,0,0,0,0,0,0,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
,OFF,0.00000E+0,OFF,OFF,OFF,OFF,OFF,OFF,0,1,0,1,0,0,0,0,0,0,0,0,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
,OFF,-1.00000E+0,OFF,OFF,OFF,OFF,OFF,OFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
,OFF,0.00000E+0,OFF,OFF,OFF,OFF,OFF,OFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
,OFF,-1.00000E+0,OFF,OFF,OFF,OFF,OFF,OFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
,OFF,0.00000E+0,OFF,OFF,OFF,OFF,OFF,OFF,0,1,0,1,0,0,0,0,0,0,0,0,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
,OFF,0.00000E+0,OFF,OFF,OFF,OFF,OFF,OFF,0,1,0,1,0,0,0,0,0,0,0,0,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
,OFF,-1.00000E+0,OFF,OFF,OFF,OFF,OFF,OFF,0,1,0,1,0,0,0,0,0,0,0,0,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
,OFF,-2.00000E+0,OFF,OFF,OFF,OFF,OFF,OFF,0,1,0,1,0,0,0,0,0,0,0,0,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
HI   F  B SPIN,ON,2.00000E+0,OFF,OFF,ON,OFF,OFF,ON,1002,1,937,1,350,350,6,4,20,220,800,800,1734,0,OFF,OFF,0.0,0,0,0,0,0,10,OFF,200,1400,1500
LO   F  B SPIN,ON,1.00000E+0,OFF,ON,OFF,OFF,ON,OFF,890,1,870,1,350,350,6,6,20,160,300,300,1734,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,110,1300,1400
LO   F  B,ON,6.00000E+0,OFF,ON,OFF,OFF,ON,OFF,1035,1,980,1,350,350,6,6,20,160,300,300,1734,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,110,1300,1400
HI   F  B,ON,0.00000E+0,OFF,OFF,ON,OFF,OFF,ON,1100,1,1080,1,350,350,6,4,20,200,700,700,1734,0,OFF,OFF,0.0,0,0,0,0,0,10,OFF,200,1500,1600
LO   F,OFF,0.00000E+0,OFF,ON,OFF,OFF,OFF,OFF,920,1,0,0,350,350,6,4,20,65,700,0,1695,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,110,1300,1400
HI   F,OFF,0.00000E+0,OFF,OFF,ON,OFF,OFF,OFF,973,1,0,0,350,0,4,0,20,100,1000,0,1309,5,OFF,OFF,0.0,0,0,0,0,0,0,OFF,200,1500,1600
LO  B,ON,1.00000E+0,OFF,OFF,OFF,OFF,ON,OFF,0,1,896,1,350,350,5,5,20,85,0,700,1695,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,110,1300,1400
HI  B,ON,2.00000E+0,OFF,OFF,OFF,OFF,OFF,ON,0,1,927,1,350,350,4,4,20,110,0,1000,1309,5,OFF,OFF,0.0,0,0,0,0,0,0,OFF,200,1500,1600
LO   B DWN,OFF,0.00000E+0,OFF,ON,OFF,OFF,ON,OFF,920,1,875,1,350,350,6,6,20,122,400,400,1734,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,110,1300,1400
HI   F UP,OFF,0.00000E+0,OFF,OFF,ON,OFF,OFF,ON,997,1,937,1,350,350,6,4,20,205,800,800,1734,0,OFF,OFF,0.0,0,0,0,0,0,10,OFF,200,1400,1500
HI   F DWN,OFF,0.00000E+0,OFF,OFF,ON,OFF,OFF,ON,997,1,937,1,350,350,6,4,20,205,800,800,1734,0,OFF,OFF,0.0,0,0,0,0,0,10,OFF,200,1400,1500
HI     B DWN,OFF,0.00000E+0,OFF,OFF,ON,OFF,OFF,ON,1135,1,923,1,350,350,6,4,20,205,800,800,1734,0,OFF,OFF,0.0,0,0,0,0,0,10,OFF,200,1400,1500
HI     B UP,OFF,0.00000E+0,OFF,OFF,ON,OFF,OFF,ON,997,1,950,1,350,350,6,4,20,205,800,800,1734,0,OFF,OFF,0.0,0,0,0,0,0,10,OFF,200,1400,1500
LO   F  UP,OFF,0.00000E+0,OFF,ON,OFF,OFF,ON,OFF,945,1,896,1,350,350,6,6,20,122,400,400,1734,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,110,1300,1400
CR COND 1,ON,1.00000E+0,ON,OFF,OFF,OFF,OFF,OFF,400,1,0,1,350,350,4,4,0,0,400,400,1396,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
CR COND 2,OFF,0.00000E+0,ON,OFF,OFF,ON,OFF,OFF,500,1,0,1,350,350,4,4,0,0,400,400,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
CR COND 3,OFF,0.00000E+0,ON,OFF,OFF,ON,OFF,OFF,300,1,0,1,350,350,4,4,0,0,400,400,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
ZR F-B COND 1,ON,1.00000E+0,OFF,OFF,ON,OFF,OFF,ON,450,1,450,1,350,350,4,4,0,0,750,750,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
ZR F-B COND 2,ON,1.00000E+0,OFF,OFF,ON,OFF,OFF,ON,862,1,879,1,350,350,4,4,0,0,700,700,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
ZRO2 F-B COND 3,OFF,0.00000E+0,OFF,OFF,ON,OFF,OFF,ON,862,1,879,1,350,350,4,4,0,190,800,800,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
LO   F  DWN,OFF,-2.00000E+0,OFF,ON,OFF,OFF,ON,OFF,920,1,910,1,350,350,6,6,20,122,400,400,1734,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,110,1300,1400
SI TARGET F-B COND 1,OFF,0.00000E+0,OFF,ON,OFF,OFF,ON,OFF,400,1,400,1,350,350,6,6,0,0,600,600,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
SI TARGET F-B COND 2,OFF,0.00000E+0,OFF,ON,OFF,OFF,ON,OFF,600,1,600,1,350,350,6,6,0,0,500,500,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
SI TARGET F-B COND 3,ON,1.00000E+0,OFF,ON,OFF,OFF,ON,OFF,750,1,750,1,350,350,6,6,0,0,450,450,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
SI TARGET F-B COND 4,ON,1.00000E+0,OFF,ON,OFF,OFF,ON,OFF,889,1,876,1,350,350,6,6,20,0,350,350,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,100,1400,1500
SIO2 COND F-B 5,ON,-2.00000E+0,OFF,ON,OFF,OFF,ON,OFF,889,1,876,1,350,350,5,5,20,160,350,350,0,0,OFF,OFF,0.0,0,0,0,0,0,10,OFF,100,1400,1500
LO   B UP,OFF,0.00000E+0,OFF,ON,OFF,OFF,ON,OFF,920,1,910,1,350,350,6,6,20,122,400,400,1734,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,110,1300,1400
,OFF,0.00000E+0,OFF,OFF,OFF,OFF,OFF,OFF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OFF,OFF,0.0,0,0,0,0,0,0,OFF,0,0,0
